tract_geoid,tract_name,county_fips,total_population_2024,total_population_moe_2024,land_area_square_meters,water_area_square_meters
06085512401,Census Tract 5124.01,085,3961,500,41363664,9155
06085511911,Census Tract 5119.11,085,4601,563,36552039,1630396
06085506801,Census Tract 5068.01,085,6216,506,2892436,0
06085507600,Census Tract 5076,085,6144,713,13873391,0
06085505202,Census Tract 5052.02,085,8273,989,9163626,0
06085512035,Census Tract 5120.35,085,4519,874,2284568,0
06085511913,Census Tract 5119.13,085,4282,385,1923809,0
06085502500,Census Tract 5025,085,6748,854,2496645,0
06085506502,Census Tract 5065.02,085,5040,707,3021394,50284
06085507206,Census Tract 5072.06,085,2826,280,3237431,0
06085504308,Census Tract 5043.08,085,4898,666,18611790,1413
06085504202,Census Tract 5042.02,085,4151,369,15506825,0
06085504201,Census Tract 5042.01,085,6020,876,2991958,0
06037460800,Census Tract 4608,037,2826,334,6696659,47178
06045010700,Census Tract 107,045,6775,496,26176504,53812
06045011700,Census Tract 117,045,4654,465,176506007,4761244
06045011200,Census Tract 112,045,2670,550,648730165,105252
06045010400,Census Tract 104,045,3042,365,7024717,2704339
06045010300,Census Tract 103,045,4474,580,477229543,4431083
06045011300,Census Tract 113,045,6539,989,263374298,249307
06085503113,Census Tract 5031.13,085,4028,433,728344,0
06111004304,Census Tract 43.04,111,6809,1064,1436436,0
06111980000,Census Tract 9800,111,99,20,58634146,8791830
06111004710,Census Tract 47.10,111,5623,1508,1705452,0
06111004505,Census Tract 45.05,111,2569,583,557727,0
06039000510,Census Tract 5.10,039,5781,827,5048284,0
06039000301,Census Tract 3.01,039,4010,711,7324613,0
06039000302,Census Tract 3.02,039,5080,807,2614848,0
06039001100,Census Tract 11,039,10768,979,1015026391,3473787
06039000203,Census Tract 2.03,039,1582,319,171373962,256085
06039000204,Census Tract 2.04,039,5974,822,118579795,386151
06039000111,Census Tract 1.11,039,2497,452,164870403,0
06039000514,Census Tract 5.14,039,6697,1426,150553298,1604259
06085510500,Census Tract 5105,085,4911,456,2613476,0
06035040304,Census Tract 403.04,035,1908,306,2871481,52803
06035040305,Census Tract 403.05,035,3989,442,174645200,1444856
06085512031,Census Tract 5120.31,085,4099,395,1435711,0
06085502902,Census Tract 5029.02,085,9050,1478,2628380,0
06085502601,Census Tract 5026.01,085,3329,751,1410422,0
06039000513,Census Tract 5.13,039,4304,836,136869282,0
06039000702,Census Tract 7.02,039,6687,1272,5277439,0
06039000701,Census Tract 7.01,039,5803,653,3117609,0
06039000512,Census Tract 5.12,039,5250,557,16159217,0
06039000518,Census Tract 5.18,039,2885,535,4723675,0
06039000902,Census Tract 9.02,039,4861,736,1420595,0
06073008368,Census Tract 83.68,073,6134,692,2642599,0
06073017057,Census Tract 170.57,073,3856,707,2970987,16240
06073021502,Census Tract 215.02,073,9517,860,10700455,0
06073008371,Census Tract 83.71,073,4288,704,2095113,0
06073008373,Census Tract 83.73,073,3323,469,3120782,0
06073017201,Census Tract 172.01,073,2169,310,1451764,1018333
06073007911,Census Tract 79.11,073,2480,327,359337,0
06073007601,Census Tract 76.01,073,1756,437,7619977,10779131
06073008201,Census Tract 82.01,073,1986,489,838136,0
06073020035,Census Tract 200.35,073,6480,766,3399635,0
06073020032,Census Tract 200.32,073,3230,342,4173521,0
06073020033,Census Tract 200.33,073,4031,704,1645563,0
06073020030,Census Tract 200.30,073,8033,1487,5935321,0
06073008377,Census Tract 83.77,073,2008,307,345747,0
06073008379,Census Tract 83.79,073,4043,570,252891,0
06073018202,Census Tract 182.02,073,3550,753,615161,0
06073018616,Census Tract 186.16,073,3358,567,3435395,392608
06073018102,Census Tract 181.02,073,2424,539,1234083,334546
06053014104,Census Tract 141.04,053,2508,47,3204476,0
06053011801,Census Tract 118.01,053,1409,455,1060220,0
06053011203,Census Tract 112.03,053,8393,815,2021448,0
06053014500,Census Tract 145,053,4732,576,13891947,0
06037106112,Census Tract 1061.12,037,5292,528,3228477,0
06037106113,Census Tract 1061.13,037,4049,456,1443463,0
06037106114,Census Tract 1061.14,037,6808,892,1011120,3298
06037106403,Census Tract 1064.03,037,3650,331,1105644,0
06065030104,Census Tract 301.04,065,7610,1072,3271696,171004
06065031601,Census Tract 316.01,065,4458,905,1938920,0
06065040102,Census Tract 401.02,065,6530,938,9927191,0
06037101300,Census Tract 1013,037,4253,416,2580478,0
06037103101,Census Tract 1031.01,037,2876,354,2029806,0
06037103102,Census Tract 1031.02,037,4475,484,1241029,0
06037104103,Census Tract 1041.03,037,4063,909,949109,0
06037104105,Census Tract 1041.05,037,5766,704,584682,0
06065041101,Census Tract 411.01,065,4998,720,1578447,0
06065041102,Census Tract 411.02,065,5350,973,2458349,0
06065043818,Census Tract 438.18,065,4118,492,1820270,0
06065043820,Census Tract 438.20,065,5894,786,4361258,0
06065043821,Census Tract 438.21,065,6191,540,1992646,0
06065044405,Census Tract 444.05,065,1649,265,326292233,39213
06065044518,Census Tract 445.18,065,7665,1131,19391427,0
06065044521,Census Tract 445.21,065,1370,320,169077288,0
06065044919,Census Tract 449.19,065,4931,521,7863730,0
06037106510,Census Tract 1065.10,037,5724,1036,5782012,8398
06037106520,Census Tract 1065.20,037,5270,699,2205882,0
06037106604,Census Tract 1066.04,037,4490,490,2611563,8851
06037106641,Census Tract 1066.41,037,2280,298,1135493,0
06037910605,Census Tract 9106.05,037,4913,763,1343334,6658
06037910714,Census Tract 9107.14,037,4225,662,1003314,651
06045011400,Census Tract 114,045,4692,606,11062526,0
06065044921,Census Tract 449.21,065,2897,618,6792679,0
06065044922,Census Tract 449.22,065,6817,786,12218074,0
06037911001,Census Tract 9110.01,037,3205,657,373322645,902533
06037570403,Census Tract 5704.03,037,3789,431,572547,0
06037920114,Census Tract 9201.14,037,5350,1030,2828392,0
06037402801,Census Tract 4028.01,037,4623,748,1815766,4003
06037403901,Census Tract 4039.01,037,2862,269,1257911,0
06037403902,Census Tract 4039.02,037,5265,828,2113034,0
06037404000,Census Tract 4040,037,4398,657,1317438,3901
06037404100,Census Tract 4041,037,6336,827,1348804,0
06037404301,Census Tract 4043.01,037,6226,897,1107477,0
06037404302,Census Tract 4043.02,037,2347,335,615758,0
06037404401,Census Tract 4044.01,037,3808,640,1450508,0
06037431600,Census Tract 4316,037,3941,537,2128554,0
06085503803,Census Tract 5038.03,085,5388,1472,1052669,0
06111007612,Census Tract 76.12,111,4770,605,3290151,0
06111000702,Census Tract 7.02,111,2938,286,789655,0
06037113232,Census Tract 1132.32,037,5082,621,2065813,0
06037113234,Census Tract 1132.34,037,5411,1228,1012996,9924
06085512052,Census Tract 5120.52,085,4491,425,1471610,64209
06057000900,Census Tract 9,057,3902,550,1300604632,28051666
06057000401,Census Tract 4.01,057,5406,548,18579451,1172452
06057000701,Census Tract 7.01,057,7981,967,224212284,2405863
06097153602,Census Tract 1536.02,097,3782,584,30994297,0
06097151701,Census Tract 1517.01,097,3269,648,1433996,0
06097153707,Census Tract 1537.07,097,1523,199,29580474,623847
06097153201,Census Tract 1532.01,097,4457,751,2933126,0
06065041301,Census Tract 413.01,065,3629,600,2122288,0
06065041302,Census Tract 413.02,065,4411,625,1485889,0
06065043266,Census Tract 432.66,065,5241,913,1047837,0
06065044928,Census Tract 449.28,065,4091,406,6762224,142217
06065044929,Census Tract 449.29,065,3895,467,3132138,87021
06065044931,Census Tract 449.31,065,2471,365,1308035,0
06065044932,Census Tract 449.32,065,2853,341,1332147,0
06065045114,Census Tract 451.14,065,1717,240,3057326,0
06065045116,Census Tract 451.16,065,1570,311,1307573,0
06037402902,Census Tract 4029.02,037,6882,928,1845219,0
06037403000,Census Tract 4030,037,6471,824,2416493,1922
06085506802,Census Tract 5068.02,085,5761,724,2043844,0
06085500800,Census Tract 5008,085,4834,643,1723696,0
06085502302,Census Tract 5023.02,085,3261,534,674195,0
06085501102,Census Tract 5011.02,085,4273,809,1225148,0
06085502703,Census Tract 5027.03,085,4296,451,1398937,0
06085511917,Census Tract 5119.17,085,4379,560,2859293,0
06085511918,Census Tract 5119.18,085,3243,541,20881422,130818
06085509110,Census Tract 5091.10,085,3317,450,607736,0
06085508006,Census Tract 5080.06,085,3817,627,1217035,0
06085506504,Census Tract 5065.04,085,2136,365,209658,0
06085512511,Census Tract 5125.11,085,4774,1184,1384994,0
06085505011,Census Tract 5050.11,085,4828,506,1154015,0
06085508705,Census Tract 5087.05,085,4452,744,609755,0
06085512515,Census Tract 5125.15,085,4837,342,10340587,0
06085508509,Census Tract 5085.09,085,4240,668,543785,0
06085508005,Census Tract 5080.05,085,3835,378,1053936,0
06085504508,Census Tract 5045.08,085,3862,244,952049,0
06085512054,Census Tract 5120.54,085,4457,516,362238,0
06085505013,Census Tract 5050.13,085,5637,627,607159,0
06085504902,Census Tract 5049.02,085,4410,785,816089,0
06085508707,Census Tract 5087.07,085,3907,478,1108538,0
06085508706,Census Tract 5087.06,085,4295,429,849072,0
06085505901,Census Tract 5059.01,085,4101,472,1269397,0
06085503221,Census Tract 5032.21,085,2433,253,1054979,0
06085503220,Census Tract 5032.20,085,4691,504,949951,0
06037404702,Census Tract 4047.02,037,4945,619,1156276,0
06037404703,Census Tract 4047.03,037,3172,498,1206056,78946
06037900807,Census Tract 9008.07,037,3930,765,1318539,0
06037910211,Census Tract 9102.11,037,1882,442,4084761,0
06037900301,Census Tract 9003.01,037,4344,685,6629836,10782
06037900610,Census Tract 9006.10,037,3170,622,3294229,0
06037901215,Census Tract 9012.15,037,3685,361,2604207,2012
06037910720,Census Tract 9107.20,037,5263,1132,1660232,15666
06037261103,Census Tract 2611.03,037,1773,423,2080081,0
06037400208,Census Tract 4002.08,037,1382,205,822366,0
06037104824,Census Tract 1048.24,037,2576,1091,592028,0
06037910814,Census Tract 9108.14,037,3457,722,80230866,27686
06037920050,Census Tract 9200.50,037,1147,138,230136462,2426006
06037910721,Census Tract 9107.21,037,3905,1260,1949510,7741
06037910719,Census Tract 9107.19,037,4305,867,1991576,3691
06037901217,Census Tract 9012.17,037,1421,319,58094562,176046
06037910217,Census Tract 9102.17,037,5970,565,59895434,104435
06037901013,Census Tract 9010.13,037,3899,718,2953199,2644
06037901218,Census Tract 9012.18,037,2425,467,10393184,96264
06037900808,Census Tract 9008.08,037,5162,1681,1320256,4409
06037920120,Census Tract 9201.20,037,3876,622,7352243,1510
06037800335,Census Tract 8003.35,037,4329,513,69778212,785115
06037139704,Census Tract 1397.04,037,2752,624,5805662,545561
06037430004,Census Tract 4300.04,037,3433,408,1120611,0
06037800337,Census Tract 8003.37,037,3205,460,2785085,0
06037404903,Census Tract 4049.03,037,2667,283,545369,0
06037143606,Census Tract 1436.06,037,1719,258,230897,12455
06037400605,Census Tract 4006.05,037,6904,641,4968310,960
06037189703,Census Tract 1897.03,037,1842,220,3046221,337933
06037463103,Census Tract 4631.03,037,5479,616,3661950,13187
06037143801,Census Tract 1438.01,037,3276,637,1431401,0
06037189704,Census Tract 1897.04,037,2169,575,951651,21747
06037430005,Census Tract 4300.05,037,3982,623,1035670,0
06037800336,Census Tract 8003.36,037,3607,1020,19772065,21763
06037143802,Census Tract 1438.02,037,2235,402,1164733,0
06037400801,Census Tract 4008.01,037,6825,603,3585828,0
06037139705,Census Tract 1397.05,037,3777,642,3043509,0
06037143605,Census Tract 1436.05,037,1825,290,314004,15312
06037189501,Census Tract 1895.01,037,2245,437,342952,0
06037189502,Census Tract 1895.02,037,2053,260,249297,0
06037190303,Census Tract 1903.03,037,2798,462,163526,0
06037800324,Census Tract 8003.24,037,6557,728,3531836,55687
06037431004,Census Tract 4310.04,037,3138,328,906451,0
06037143302,Census Tract 1433.02,037,3629,505,1030153,6492
06037143101,Census Tract 1431.01,037,1972,470,1322579,46303
06037311601,Census Tract 3116.01,037,2996,1460,1705044,0
06037800334,Census Tract 8003.34,037,3299,665,4741497,0
06037431003,Census Tract 4310.03,037,4613,1276,854271,0
06037800333,Census Tract 8003.33,037,2211,322,1283670,0
06037143401,Census Tract 1434.01,037,5216,646,1109140,0
06037311602,Census Tract 3116.02,037,4618,621,1104285,6584
06037143102,Census Tract 1431.02,037,2449,399,391203,0
06037301902,Census Tract 3019.02,037,3358,760,634513,3753
06037800206,Census Tract 8002.06,037,3493,608,9267203,0
06037143301,Census Tract 1433.01,037,4122,1213,580343,0
06045990100,Census Tract 9901,045,0,14,0,869680392
06045011001,Census Tract 110.01,045,2006,406,209356818,11422424
06089011502,Census Tract 115.02,089,2641,433,19001450,733149
06089012606,Census Tract 126.06,089,3323,460,1919266091,48353626
06089011501,Census Tract 115.01,089,3457,592,22665021,1191301
06089012605,Census Tract 126.05,089,2077,246,421277466,1322039
06065043602,Census Tract 436.02,065,3690,623,1907206,0
06037462600,Census Tract 4626,037,2376,321,1048627,0
06037117405,Census Tract 1174.05,037,3358,586,201834,0
06037117301,Census Tract 1173.01,037,3783,323,1331906,0
06037103300,Census Tract 1033,037,3781,571,6141955,0
06037910807,Census Tract 9108.07,037,5928,764,5526050,0
06037920331,Census Tract 9203.31,037,3794,537,1492849,0
06037920332,Census Tract 9203.32,037,1778,179,3904371,4637
06065044917,Census Tract 449.17,065,3874,481,9125930,166393
06065044918,Census Tract 449.18,065,2516,266,9404578,330035
06065044923,Census Tract 449.23,065,3299,417,1303165,0
06065044924,Census Tract 449.24,065,3362,549,1296821,0
06065044925,Census Tract 449.25,065,3577,805,1947691,0
06065045118,Census Tract 451.18,065,2558,376,2755208,101076
06065045122,Census Tract 451.22,065,1270,246,3321506,339463
06065045123,Census Tract 451.23,065,2317,289,3213132,122059
06073005102,Census Tract 51.02,073,5116,462,227041,0
06073005101,Census Tract 51.01,073,3953,886,226614,0
06073017901,Census Tract 179.01,073,3874,681,1368630,249612
06073022102,Census Tract 221.02,073,7247,1003,6137855,0
06073017070,Census Tract 170.70,073,5572,435,2596020,22002
06073008380,Census Tract 83.80,073,6664,976,2437069,0
06073018301,Census Tract 183.01,073,889,174,780027,1686042
06073017902,Census Tract 179.02,073,2972,769,727906,77667
06073007912,Census Tract 79.12,073,1738,275,398336,0
06073007602,Census Tract 76.02,073,1774,458,832814,0
06073013327,Census Tract 133.27,073,5615,1351,1596133,0
06073017606,Census Tract 176.06,073,3687,502,1994394,0
06073017605,Census Tract 176.05,073,3931,606,2918903,22969
06073010018,Census Tract 100.18,073,6819,767,3418618,0
06073013321,Census Tract 133.21,073,8004,1160,1941352,0
06073020038,Census Tract 200.38,073,5685,919,7445637,0
06073005103,Census Tract 51.03,073,2980,509,1156862,1480308
06073020712,Census Tract 207.12,073,3987,415,6071787,0
06073005401,Census Tract 54.01,073,1859,404,261975,0
06073000301,Census Tract 3.01,073,2311,365,401792,0
06073000302,Census Tract 3.02,073,2873,327,496970,0
06073001801,Census Tract 18.01,073,1982,342,313948,0
06085501101,Census Tract 5011.01,085,3929,418,656885,0
06085503122,Census Tract 5031.22,085,3345,445,3644758,0
06085503121,Census Tract 5031.21,085,5073,764,2146016,0
06085502301,Census Tract 5023.01,085,3021,356,1227223,0
06085503118,Census Tract 5031.18,085,4955,732,566063,0
06067005004,Census Tract 50.04,067,4110,1063,787138,0
06067006705,Census Tract 67.05,067,4779,770,2413503,0
06067009335,Census Tract 93.35,067,6285,1644,1811923,0
06067007434,Census Tract 74.34,067,6455,1215,1658065,0
06067006703,Census Tract 67.03,067,5363,855,2096048,0
06067006801,Census Tract 68.01,067,1743,369,737062,0
06073015002,Census Tract 150.02,073,2984,576,1383435,0
06073015001,Census Tract 150.01,073,4418,1247,1717067,0
06073014701,Census Tract 147.01,073,3688,625,1113875,0
06073014702,Census Tract 147.02,073,3996,663,1414786,0
06073010201,Census Tract 102.01,073,3327,276,6467714,1461087
06073020711,Census Tract 207.11,073,3604,664,101068612,452410
06073010202,Census Tract 102.02,073,3671,638,889570,0
06073009307,Census Tract 93.07,073,4846,555,4627278,0
06073021002,Census Tract 210.02,073,1551,519,1123501184,39623
06073009203,Census Tract 92.03,073,4554,458,1527067,0
06073009204,Census Tract 92.04,073,4129,1224,2055282,0
06073009308,Census Tract 93.08,073,4200,876,883787,45205
06073007401,Census Tract 74.01,073,2808,494,592692,0
06073007303,Census Tract 73.03,073,1592,181,361385,0
06073021401,Census Tract 214.01,073,4176,456,2417754,272503
06073021501,Census Tract 215.01,073,3844,899,1845087,0
06073005601,Census Tract 56.01,073,2883,571,231961,0
06073005403,Census Tract 54.03,073,2415,345,516458,0
06073005402,Census Tract 54.02,073,4577,847,792271,0
06073005301,Census Tract 53.01,073,3849,427,398139,0
06073005802,Census Tract 58.02,073,2948,474,477832,0
06073005801,Census Tract 58.01,073,1913,307,330445,0
06073005201,Census Tract 52.01,073,3503,546,505572,0
06073004102,Census Tract 41.02,073,2103,470,380065,0
06065044926,Census Tract 449.26,065,4913,672,1620115,0
06065044930,Census Tract 449.30,065,3059,546,3740967,112540
06065045117,Census Tract 451.17,065,3489,720,3586116,0
06065045119,Census Tract 451.19,065,3053,459,1918211,104580
06065045707,Census Tract 457.07,065,6462,1058,2066448,0
06037405001,Census Tract 4050.01,037,5218,621,1677531,26529
06037405002,Census Tract 4050.02,037,2935,534,885073,0
06037405102,Census Tract 4051.02,037,5110,543,961817,0
06037405201,Census Tract 4052.01,037,5232,721,1355854,1874
06037405202,Census Tract 4052.02,037,4519,777,953267,0
06037405203,Census Tract 4052.03,037,2804,306,719185,0
06085502604,Census Tract 5026.04,085,4112,794,1281240,0
06037408401,Census Tract 4084.01,037,4305,710,1158807,0
06037431900,Census Tract 4319,037,3346,528,999157,0
06037432101,Census Tract 4321.01,037,4843,671,1160623,0
06037432102,Census Tract 4321.02,037,5793,589,1870465,0
06067004014,Census Tract 40.14,067,2450,438,967437,79391
