relationship_id,article_id,date,url,normalized_url,domain,publisher,title,description,language,author,gkg_record_id,location_type,location_name,country_code,adm1_code,adm2_code,latitude,longitude,feature_id,character_offset,gkg_location_source,coc_number,coc_name,coc_mapping_method
12302,gdelt_gal_5b0a9427aad8fde9b416584e,2024-06-08 20:08:43+00:00,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wohfradio.com,WOHF,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WOHF,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-443,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1489,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12303,gdelt_gal_5b0a9427aad8fde9b416584e,2024-06-08 20:08:43+00:00,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wohfradio.com,WOHF,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WOHF,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-443,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2251,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12304,gdelt_gal_5b0a9427aad8fde9b416584e,2024-06-08 20:08:43+00:00,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://wohfradio.com/national-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,wohfradio.com,WOHF,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WOHF,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-443,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2530,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12305,gdelt_gal_bbcf462fc5e254c01caf938f,2024-06-08 20:14:49+00:00,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,coast1009.com,WMJK,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WMJK,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-208,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,40,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12306,gdelt_gal_bbcf462fc5e254c01caf938f,2024-06-08 20:14:49+00:00,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,coast1009.com,WMJK,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WMJK,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-208,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,180,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12307,gdelt_gal_bbcf462fc5e254c01caf938f,2024-06-08 20:14:49+00:00,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,coast1009.com,WMJK,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WMJK,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-208,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,440,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12308,gdelt_gal_bbcf462fc5e254c01caf938f,2024-06-08 20:14:49+00:00,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,coast1009.com,WMJK,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WMJK,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-208,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1489,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12309,gdelt_gal_bbcf462fc5e254c01caf938f,2024-06-08 20:14:49+00:00,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,coast1009.com,WMJK,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WMJK,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-208,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2251,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12310,gdelt_gal_bbcf462fc5e254c01caf938f,2024-06-08 20:14:49+00:00,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office/,https://coast1009.com/us-news/los-angeles-leader-outraged-after-footage-shows-officers-dump-alleged-homeless-man-in-front-of-office,coast1009.com,WMJK,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office - WMJK,Getty Images – STOCK (LOS ANGELES) — The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week. Councilman Paul Krekorian released the video that showed the two uniformed …,en,,20240609010000-208,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2530,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12311,gdelt_gal_7e23618ed021d6d0e5eac4e8,2024-06-08 20:17:00+00:00,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,abcnews.go.com,ABC News,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,A Los Angeles leader is demanding answers after two officers were filmed dropping off an alleged homeless man on the street and driving away.,en,ABC News,20240608203000-682,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,15,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12312,gdelt_gal_7e23618ed021d6d0e5eac4e8,2024-06-08 20:17:00+00:00,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,abcnews.go.com,ABC News,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,A Los Angeles leader is demanding answers after two officers were filmed dropping off an alleged homeless man on the street and driving away.,en,ABC News,20240608203000-682,3,"Burbank, California, United States",US,USCA,CA085,37.3233,-121.932,277480,116,GDELT GKG V2Locations,CA-500,San Jose/Santa Clara City & County CoC,gkg_point_in_coc
12313,gdelt_gal_7e23618ed021d6d0e5eac4e8,2024-06-08 20:17:00+00:00,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,abcnews.go.com,ABC News,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,A Los Angeles leader is demanding answers after two officers were filmed dropping off an alleged homeless man on the street and driving away.,en,ABC News,20240608203000-682,3,"North Hollywood, California, United States",US,USCA,CA037,34.1722,-118.379,1661116,376,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12314,gdelt_gal_7e23618ed021d6d0e5eac4e8,2024-06-08 20:17:00+00:00,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,abcnews.go.com,ABC News,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,A Los Angeles leader is demanding answers after two officers were filmed dropping off an alleged homeless man on the street and driving away.,en,ABC News,20240608203000-682,3,"City Of Burbank, California, United States",US,USCA,CA037,34.1879,-118.324,2409939,1425,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12315,gdelt_gal_7e23618ed021d6d0e5eac4e8,2024-06-08 20:17:00+00:00,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,abcnews.go.com,ABC News,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,A Los Angeles leader is demanding answers after two officers were filmed dropping off an alleged homeless man on the street and driving away.,en,ABC News,20240608203000-682,3,"Providence Saint Joseph Medical Center, California, United States",US,USCA,CA037,34.1568,-118.329,1661362,2187,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12316,gdelt_gal_7e23618ed021d6d0e5eac4e8,2024-06-08 20:17:00+00:00,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,https://abcnews.go.com/US/los-angeles-leader-outraged-after-footage-shows-officers/story?id=110955065,abcnews.go.com,ABC News,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,A Los Angeles leader is demanding answers after two officers were filmed dropping off an alleged homeless man on the street and driving away.,en,ABC News,20240608203000-682,3,"Tujunga, California, United States",US,USCA,CA037,34.2522,-118.288,250657,2466,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
12317,gdelt_gal_f1217968486ad8e22bd6cb3f,2024-06-08 20:17:00+00:00,https://ksyl.com/national/f7813d598f0f68587cc32999186bd226,https://ksyl.com/national/f7813d598f0f68587cc32999186bd226,ksyl.com,Talkradio 970 KSYL,Los Angeles leader outraged after footage shows officers 'dump' alleged homeless man in front of office,"Getty Images - STOCK(LOS ANGELES) -- The Los Angeles City Council president is demanding answers after security cameras captured two Burbank Police officers allegedly dropping off a homeless man near his office and driving away as he lay on the ground this week.Councilman Paul Krekorian released the video that showed the two uniformed officers pull up to the street in North Hollywood on June 6, get the unidentified man out of their marked vehicle in handcuffs, uncuffing him and then driving off ...",en,Envisionwise Website Service / LinkedUpRadio,20240608203000-390,3,"Los Angeles, California, United States",US,USCA,CA037,34.0522,-118.244,1662328,34,GDELT GKG V2Locations,CA-600,Los Angeles City & County CoC,gkg_point_in_coc
